StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q3_7_TEXT,Q4_1,Q5,Q6,Q7,Q7_7_TEXT,Q8,Q9_1,Q10_1,Q17,Q11,Q12,Q13_1,Q15,Q14,Q14_1_TEXT,Q14_2_TEXT,Q16,Q16_3_TEXT,Q_DataPolicyViolations
4/26/2026 1:29,4/26/2026 1:31,IP Address,97.126.70.156,100,117,True,4/26/2026 1:31,R_7mnpemebDk34eXE,,,,,47.54,-122.3032,anonymous,EN,No,"I didn't have time,I was not comfortable using it,Other","I was used to slack, and decided against learning a new product since I only have a couple more classes left.",,,,,,,,,,I may not be the best candidate to answer this question!,I've learned a lot of very useful skills with the elective classes. This database class was actually incredibly helpful for starting my new job.,10,,I prefer Slack because...,Mostly familiarity,,,,
4/26/2026 8:18,4/26/2026 8:25,IP Address,218.52.177.54,100,409,True,4/26/2026 8:25,R_9dWE6PXuAFpxd13,,,,,37.3736,126.6555,anonymous,EN,Yes,,,10,A few times a week,No,I wasn't sure how to use it,,,6,6,,,,7,,,,,,,
4/26/2026 12:16,4/26/2026 12:17,IP Address,71.185.184.33,100,82,True,4/26/2026 12:17,R_3tLma9ufBeZlBCu,,,,,39.9233,-75.2313,anonymous,EN,Yes,,,4,A couple of times per month,No,I didn't need help,,,5,7,,,,5,,,,,,,
4/27/2026 0:53,4/27/2026 0:56,IP Address,70.95.68.238,100,131,True,4/27/2026 0:56,R_5Eion8WvYZr1z6r,,,,,32.9511,-117.2241,anonymous,EN,Yes,,,4,Hardly ever,No,"I wasn't sure how to use it,Other",i couldnt find stuff related to my course. all the posts felt unrelated to me.,,10,2,,Make it easy to find the current course we are in,its a good place to start and i think it is overall helpful,10,,,,,,,
4/27/2026 14:58,4/27/2026 14:58,IP Address,75.184.101.202,100,50,True,4/27/2026 14:58,R_5VdW1dukgxjNHKV,,,,,43.2504,-88.0048,anonymous,EN,No,"I didn't know it was there,I wasn't sure how to use it,I didn't have time",,,,,,,,,,,,,5,,,,,,,
4/27/2026 15:19,4/27/2026 15:21,IP Address,46.110.111.120,100,160,True,4/27/2026 15:21,R_7vYu39d50TYScjN,,,,,38.9488,-104.7677,anonymous,EN,Yes,,,3,A couple of times per month,Yes,,,Yes but it was not useful,1,3,,There's not really a way to improve it. I just don't like InScribe as a platform. ,No. I would like to go back to Slack. ,1,,I prefer Slack because...,"I felt more comfortable asking questions there. I like that each course had a channel, and that old questions for a course were easily searchable. ",,,,
4/27/2026 15:25,4/27/2026 15:27,IP Address,46.110.111.120,100,133,True,4/27/2026 15:27,R_7JX9YCWYNF8f8lP,,,,,38.9488,-104.7677,anonymous,EN,Yes,,,2,A couple of times per month,Yes,,,Yes and it was useful,1,2,,I prefer the Slack format where each course has it's own channel. It also seemed like people were more likely to engage with Slack. ,NO,1,,I prefer Slack because...,"I was more likely to use it, and many people would should advice, especially when assignments were buggy.",,,,
4/27/2026 15:28,4/27/2026 15:29,IP Address,46.110.111.120,100,81,True,4/27/2026 15:29,R_6EiMb3Fen9PsMx5,,,,,38.9488,-104.7677,anonymous,EN,Yes,,,2,Once a month,No,I was uncomfortable posting a question,,,1,2,,Please bring Slack back,N/A,1,,I prefer Slack because...,I was more comfortable using it,,,,
4/27/2026 15:39,4/27/2026 15:41,IP Address,76.124.57.219,100,98,True,4/27/2026 15:41,R_7cdbwh9xhpWMZfX,,,,,39.9943,-75.1181,anonymous,EN,Yes,,,7,Once a week,No,"I didn't need help,It wasn't graded",,,5,3,,Not much,Good,5,,,,,,,
4/28/2026 16:24,4/28/2026 16:24,IP Address,64.98.237.241,100,24,True,4/28/2026 16:24,R_60v4KdpdWHApXdC,,,,,39.5816,-104.9563,anonymous,EN,No,I didn't have time,,,,,,,,,,,,,3,,I prefer Slack because...,,,,,
4/28/2026 20:52,4/28/2026 20:53,IP Address,192.197.201.106,100,52,True,4/28/2026 20:53,R_1kpkM5gx4YyjiiJ,,,,,37.7794,-122.4176,anonymous,EN,Yes,,,6,A few times a week,No,,,,6,7,,,,7,,,,,,,
4/28/2026 21:26,4/28/2026 22:57,IP Address,174.51.44.220,100,5483,True,4/28/2026 22:57,R_3MEBSQhqXx0XIXr,,,,,40.5377,-105.0546,anonymous,EN,Yes,,,8,A couple of times per month,No,I didn't have time,,,10,10,,Use InScribe instead of discussion section of the Coursera courses.  One place for all discussions.  ,"It would be nice if the InScribe UI opened a side panel (similar to Slack) for viewing replies, instead of going full-page on the thread.",5,,I prefer Slack because...,The UI is a little easier,,,,
4/29/2026 0:03,4/29/2026 0:04,IP Address,54.188.203.0,100,66,True,4/29/2026 0:04,R_7AHB7sRs69jMh0l,,,,,45.8401,-119.705,anonymous,EN,Yes,,,5,Once a month,No,I didn't need help,,,1,8,,no,no,6,,,,,,,
4/29/2026 7:50,4/29/2026 8:06,IP Address,67.175.163.89,100,999,True,4/29/2026 8:06,R_5e8JMJTJJDexmFW,,,,,41.9209,-87.7043,anonymous,EN,Yes,,,8,Once a week,No,I was uncomfortable posting a question,,,4,5,,"The content will improve as it is used more as long as history is retained from previous sessions. As a new platform, there is only this session's questions and discussion, which makes the breadth of discussion pretty thin. ","I don't think InScribe has any major advantages or disadvantages to Slack. However, there was years of discussion in Slack, so I used Slack archive more than I used InScribe.

You should make sure that InScribe is heavily moderated. It is difficult for students to have a discussion about course content without coming up to the line of discussing answers, unintentionally. Some content in Slack I think could have been more heavily moderated to avoid this issue - i.e. some help from a instructor or teaching assistent in sanitizing and rephrasing responses so that the discussion is still there (not just deleted) but also in keeping with the full spirit of acedemic integrity.",8,,I prefer Slack because...,"History, lots of content. This will shift to InScribe over time",,,,
4/29/2026 18:35,4/29/2026 18:36,IP Address,136.35.186.183,100,64,True,4/29/2026 18:36,R_62iObdoXhE774zf,,,,,39.2733,-94.5694,anonymous,EN,No,Other,I tried using it but I don't have access.,,,,,,,,,,,,,,,,,,,
4/29/2026 18:51,4/29/2026 18:53,IP Address,71.191.82.80,100,147,True,4/29/2026 18:53,R_5FOPcV1RGTwKHcJ,,,,,38.9307,-77.1673,anonymous,EN,Yes,,,7,Once a week,No,Other,"Alsmost everytime I click on the link, it does not work",,9,9,,"Make it easier to log in. When I click on the email notifications, it never works",,5,,I prefer Slack because...,"Once logged in, it worked",,,,
4/29/2026 20:26,4/29/2026 20:28,IP Address,73.166.151.155,100,125,True,4/29/2026 20:28,R_1Id42TBJgUP5aas,,,,,30.1038,-95.5057,anonymous,EN,No,I didn't have time,,,,,,,,,,,,,,,,,,,,
4/29/2026 23:46,4/29/2026 23:50,IP Address,139.135.49.136,100,242,True,4/29/2026 23:50,R_2c2Q9vOTxJ7w9MZ,,,,,28.4199,70.3034,anonymous,EN,Yes,,,7,Once a week,No,I didn't need help,,,8,7,,.,I think it is a goof initiative to have a community.,8,,I prefer InScribe because...,,Even though I was very comfortable with using slack as I used it at my previous school and at work but I would say it is pretty cool to have a custom community like this.,,,
4/30/2026 11:13,4/30/2026 11:15,IP Address,107.4.248.212,100,100,True,4/30/2026 11:15,R_1cyv7hDAoaM7N9n,,,,,44.9174,-92.9478,anonymous,EN,Yes,,,5,A few times a week,Yes,,,Yes and it was useful,10,10,,,,5,,I prefer Slack because...,I was better than InScribe,,,,
4/30/2026 18:32,4/30/2026 18:35,IP Address,76.204.27.85,100,167,True,4/30/2026 18:35,R_5dSQBqokoegwg4q,,,,,29.7055,-98.4191,anonymous,EN,Yes,,,7,Once a week,No,"I didn't need help,I didn't have time,I was uncomfortable posting a question,Other",I tend to try my best to figure things out on my own especially if it's course related.,,4,7,,Not sure at this time as I haven't been in the community for too long. But it is nice to know and see that other people are also working on the same content as I am. Feels less lonely.,No.,7,,,,,,,
4/30/2026 18:45,4/30/2026 18:46,IP Address,76.93.196.74,100,43,True,4/30/2026 18:46,R_5bTcoyTkroOwXVO,,,,,21.4082,-157.7396,anonymous,EN,No,I wasn't sure how to use it,,,,,,,,,,,,,,,,,,,,
4/30/2026 20:35,4/30/2026 20:36,IP Address,104.220.67.168,100,52,True,4/30/2026 20:36,R_7eHU5f7MLbl9sE9,,,,,38.8897,-121.2873,anonymous,EN,,,,,,,,,,,,,,,9,,I prefer Slack because...,,,,,
5/1/2026 8:44,5/1/2026 8:48,IP Address,208.157.188.180,100,247,True,5/1/2026 8:48,R_16dMFtlfOiPspWh,,,,,44.6264,-91.9657,anonymous,EN,Yes,,,3,A couple of times per month,No,Other,It does not seem that students use it very much compared to the Slack Channel,,7,7,,,,3,,I prefer Slack because...,Slack seemed like it received a lot more use than Inscribe. ,,,,
5/1/2026 14:19,5/1/2026 14:20,IP Address,209.29.97.116,100,58,True,5/1/2026 14:20,R_1R7na5aoSCDplLq,,,,,43.64,-79.433,anonymous,EN,Yes,,,4,A few times a week,Yes,,,No,6,7,,,,5,,,,,,,
5/1/2026 16:03,5/1/2026 16:04,IP Address,172.225.89.15,100,57,True,5/1/2026 16:04,R_1Jtgedt13HdPcu5,,,,,37.3388,-121.8916,anonymous,EN,Yes,,,4,Once a week,No,"I wasn't sure how to use it,I was uncomfortable posting a question",,,3,3,,,,,,I prefer Slack because...,its easy,,,,
5/1/2026 16:05,5/1/2026 16:05,IP Address,172.225.89.15,100,5,True,5/1/2026 16:05,R_7bjWZ4tf9SFbngt,,,,,37.3388,-121.8916,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
5/1/2026 16:49,5/1/2026 16:50,IP Address,152.237.165.18,100,41,True,5/1/2026 16:50,R_711qoB0p50DqRZB,,,,,-19.9218,-43.9359,anonymous,EN,No,I didn't have time,,,,,,,,,,,,,6,,,,,,,
5/9/2026 15:56,5/9/2026 15:57,IP Address,24.211.58.134,100,67,True,5/9/2026 15:57,R_1MKk2LL4Bv45DS3,,,,,34.0496,-81.111,anonymous,EN,Yes,,,2,Less than once a month,No,"I didn't know it was there,I wasn't sure how to use it,I was uncomfortable posting a question",,,4,3,,,,1,,I prefer Slack because...,,,,,
5/12/2026 8:28,5/12/2026 8:29,IP Address,73.137.200.122,100,40,True,5/12/2026 8:29,R_5NQAubM2duT9p4L,,,,,33.8513,-84.287,anonymous,EN,Yes,,,10,Once a week,Yes,,,Yes and it was useful,10,10,,N/A,N/A,10,,I prefer Slack because...,I like NASA and NASA uses Slack.,,,,
5/18/2026 0:18,5/18/2026 0:18,IP Address,73.166.151.155,100,19,True,5/18/2026 0:18,R_1WvZ4XTM0NIAAoh,,,,,30.1038,-95.5057,anonymous,EN,No,I didn't need help,,,,,,,,,,,,,,,,,,,,
5/19/2026 14:38,5/19/2026 14:39,IP Address,216.212.4.138,100,80,True,5/19/2026 14:39,R_3wpNpgY08apTjNL,,,,,42.9948,-71.458,anonymous,EN,No,"I wasn't sure how to use it,I didn't have time",,,,,,,,,,,,,,,,,,,,
5/19/2026 14:43,5/19/2026 14:46,IP Address,97.122.197.126,100,170,True,5/19/2026 14:46,R_7er7aod6rEHG8dH,,,,,39.7391,-104.9866,anonymous,EN,Yes,,,1,Once a month,No,Other,Doesn't seem like anyone is there,,9,8,,Align structures (chat areas) with actually areas students are working in - e.g. 5509/5510 etc,Makes me feel lonely.,1,,I prefer Slack because...,"Better UI, easier to find things, natural way students talk to one another, great archive of past materials including engaged students was very inspirational.",,,,
5/28/2026 15:23,5/28/2026 15:24,IP Address,199.167.52.5,100,106,True,5/28/2026 15:24,R_5eLXJTDK5BPBwJ4,,,,,37.4073,-121.939,anonymous,EN,Yes,,,5,Once a month,No,I didn't need help,,,8,8,,,,4,,I prefer Slack because...,"It's easier to use and find things, and it already had a lot of historical content that was relevant which cannot be found now in inscribe",,,,
6/2/2026 19:16,6/2/2026 19:17,IP Address,173.62.185.182,100,70,True,6/2/2026 19:17,R_7SB4Pl22VFJ3zvs,,,,,40.2166,-75.2565,anonymous,EN,Yes,,,8,Less than once a month,No,I didn't need help,,,8,8,,,,9,,,,,,,
6/6/2026 17:40,6/6/2026 17:41,IP Address,72.193.41.102,100,40,True,6/6/2026 17:41,R_6j6kka1DjJWxrsB,,,,,36.2819,-115.1475,anonymous,EN,Yes,,,5,Hardly ever,No,I didn't have time,,,,,,,,,,I prefer Slack because...,,,,,
6/7/2026 8:01,6/7/2026 8:02,IP Address,76.108.94.205,100,28,True,6/7/2026 8:02,R_57QLtRI9sbIYaM0,,,,,26.517,-80.0841,anonymous,EN,No,Other,,,,,,,,,,,,,,,I prefer Slack because...,its easy,,,,
6/12/2026 1:14,6/12/2026 1:15,IP Address,47.231.241.46,100,41,True,6/12/2026 1:15,R_6mSE5wbW1JNK74Z,,,,,34.137,-118.2376,anonymous,EN,No,"I didn't have time,I was not comfortable using it",,,,,,,,,,,,,,,I prefer Slack because...,I am comfortable with it and it is widely used,,,,
6/13/2026 13:35,6/13/2026 13:36,IP Address,69.250.174.122,100,62,True,6/13/2026 13:36,R_7MZ2K67p3T9DC2d,,,,,38.9034,-76.9882,anonymous,EN,No,It wasn't useful,,,,,,,,,,,It would help if people were more responsive on it,,3,,I prefer Slack because...,People are more likely to respond there and there is the ease of having an app,,,,
6/14/2026 8:51,6/14/2026 8:53,IP Address,139.94.158.42,100,150,True,6/14/2026 8:53,R_78YFA3TnQI8m48h,,,,,29.5799,-95.6085,anonymous,EN,Yes,,,,Once a week,No,Other,Didn't see appropriate areas to post my questions about a specific course,,10,10,,"There were no communities for the course I was taking this semester, Fundamentals of Data Visualization.",I found the Slack easier to navigate and search for information.,1,,I prefer Slack because...,it was easy to see conversations and course specific information,,,,
6/14/2026 11:15,6/14/2026 11:16,IP Address,76.143.230.124,100,82,True,6/14/2026 11:16,R_3TubhMl29EUnHej,,,,,29.6471,-95.4871,anonymous,EN,Yes,,,3,Less than once a month,No,I didn't have time,,,10,6,,,,5,,,,,,,
6/14/2026 22:27,6/14/2026 22:29,IP Address,49.245.8.178,100,116,True,6/14/2026 22:29,R_9kHXvlHiN44rZtO,,,,,1.3427,103.872,anonymous,EN,Yes,,,6,Once a week,No,I didn't need help,,,9,8,,There's very little participation in InScribe. There was a lot more participation on the slack channels for some courses,,5,,I prefer Slack because...,More content visibility in slack compared to inscribe i think. Also more likely to engage with realtime chat,,,,
6/14/2026 22:59,6/14/2026 23:01,IP Address,114.45.55.188,100,124,True,6/14/2026 23:01,R_4zKrMVVTqOWGOfn,,,,,25.0693,121.4626,anonymous,EN,Yes,,,9,Less than once a month,No,I didn't have time,,,6,9,,,,8,,I prefer Slack because...,,,,,
6/17/2026 23:37,6/17/2026 23:39,IP Address,47.159.69.141,100,130,True,6/17/2026 23:39,R_3egGCgnT6UQOLe0,,,,,33.9938,-117.7589,anonymous,EN,Yes,,,9,A few times a week,No,I wasn't sure how to use it,,,9,10,,,,6,,,,,,,
6/19/2026 0:24,6/19/2026 0:29,IP Address,172.225.127.111,100,279,True,6/19/2026 0:29,R_9afalZgJSVKDJN1,,,,,35.6893,139.6899,anonymous,EN,Yes,,,7,A couple of times per month,Yes,,,,10,8,,,It's alright. But I prefer using Slack or Discord.,7,,I prefer Slack because...,it works better as an instant messaging platform when I am looking for quick answers to my questions.,,,,
6/19/2026 16:43,6/19/2026 16:46,IP Address,165.225.10.227,100,142,True,6/19/2026 16:46,R_3Ar5RhMvCueCPsd,,,,,39.7391,-104.9866,anonymous,EN,Yes,,,5,Hardly ever,No,I wasn't sure how to use it,,,8,5,,,,5,,I prefer Slack because...,I am more used to using it.  It fit into other organizations where I use it.  InScribe is another messaging system that I have to learn and use.,,,,
6/19/2026 17:11,6/19/2026 17:14,IP Address,186.247.47.49,100,164,True,6/19/2026 17:14,R_4TtxOMHLRdzFuCs,,,,,22.2842,114.1759,anonymous,EN,Yes,,,4,Less than once a month,No,"I didn't know it was there,I didn't need help,I wasn't sure how to use it,I didn't have time,I was uncomfortable posting a question",,,3,8,,"No idea, need to use more often before I can comment.",No,3,,I prefer InScribe because...,,More comprehensive,,,
6/19/2026 22:49,6/19/2026 22:50,IP Address,173.54.228.155,100,87,True,6/19/2026 22:51,R_7Yhm5X0wHGGyWiZ,,,,,40.5704,-74.5369,anonymous,EN,Yes,,,7,Hardly ever,No,I didn't need help,,,8,8,,,,7,,I prefer Slack because...,"It is more centralized and intuitive, plus synced with my existing CU Boulder community",,,,
6/20/2026 1:07,6/20/2026 1:08,IP Address,222.129.48.246,100,59,True,6/20/2026 1:08,R_8CCjd7byIaLAhmR,,,,,39.911,116.395,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
6/20/2026 14:31,6/20/2026 14:32,IP Address,76.39.85.112,100,28,True,6/20/2026 14:32,R_3zeI7BEKCyDLiSQ,,,,,44.5034,-87.9813,anonymous,EN,No,,,,,,,,,,,,,,5,,,,,,,
6/21/2026 6:05,6/21/2026 6:07,IP Address,220.143.206.124,100,122,True,6/21/2026 6:07,R_49no9VWtr3sXPLk,,,,,22.9917,120.2148,anonymous,EN,Yes,,,9,A few times a week,No,I didn't need help,,,7,7,,,,7,,,,,,,
6/21/2026 12:57,6/21/2026 12:57,IP Address,165.85.153.88,100,11,True,6/21/2026 12:57,R_7gYpteaQ3tsuOX0,,,,,33.7485,-84.3871,anonymous,EN,,,,,,,,,,,,,,,,,I prefer Slack because...,,,,,
6/21/2026 18:13,6/21/2026 18:16,IP Address,172.225.66.36,100,170,True,6/21/2026 18:16,R_1jLqzQ5QldozTjj,,,,,41.8483,-87.6517,anonymous,EN,Yes,,,4,A couple of times per month,Yes,,,Yes and it was useful,6,8,,,"I feel that there was much more student engagement with Slack,",4,,I prefer Slack because...,more student engagement,,,,
6/23/2026 9:32,6/23/2026 9:32,IP Address,153.66.233.230,100,38,True,6/23/2026 9:32,R_5U15Db8ErVbJo9r,,,,,35.4662,-97.5168,anonymous,EN,No,I didn't know it was there,,,,,,,,,,,,,,,,,,,,
6/23/2026 9:33,6/23/2026 9:33,IP Address,153.66.233.230,100,14,True,6/23/2026 9:33,R_5CwPw4UYNHDdHje,,,,,35.4662,-97.5168,anonymous,EN,No,"I didn't know it was there,Other",,,,,,,,,,,,,,,,,,,,
6/23/2026 10:34,6/23/2026 10:35,IP Address,172.226.186.25,100,35,True,6/23/2026 10:35,R_3SJ5SNcDHhvY56x,,,,,34.0544,-118.244,anonymous,EN,No,I didn't need help,,,,,,,,,,,,,,,,,,,,
6/23/2026 16:46,6/23/2026 16:52,IP Address,128.189.127.124,100,330,True,6/23/2026 16:52,R_5YgrHRAQAIFl7O7,,,,,49.2838,-122.7762,anonymous,EN,Yes,,,8,Once a week,No,"I wasn't sure how to use it,Other",There wasn't a forum specific to this course there and I wasn't sure where to post,,7,10,,Be more clear on what's allowed to be posted and where,"Not much to say, it's still growing",6,,,,,,,
6/23/2026 17:25,6/23/2026 17:28,IP Address,68.108.56.175,100,170,True,6/23/2026 17:28,R_6p0hSmPJKWDNNZ1,,,,,36.1172,-115.0528,anonymous,EN,Yes,,,7,A few times a week,Yes,,,Yes and it was useful,8,7,,It requires some time to find the postings that are relevant to me,,5,,,,,,,
6/24/2026 0:14,6/24/2026 0:14,IP Address,24.27.100.142,100,36,True,6/24/2026 0:14,R_75FUHwmnE60d8xr,,,,,33.0326,-96.7859,anonymous,EN,No,I didn't need help,,,,,,,,,,,,,5,,I prefer Slack because...,easy ,,,,
6/24/2026 7:58,6/24/2026 8:04,IP Address,66.57.226.150,100,374,True,6/24/2026 8:04,R_36VqlntqUz5NMyJ,,,,,35.9806,-78.8426,anonymous,EN,No,"I didn't know it was there,Other","Thought it was weird new emails for a service reporting on slack stuff. I saw a 'woe is me' post, and some general questions that should be answered by university staff for the msds program. No collaboration. But the classes are kind of indirect anyway, with a growing ruleset on collaboration or AI use. Collaboration on a board system generally lags too much to be uber useful. ",,,,,,,,,,.,"Make the course asynchronous and stop gatekeeping to force people to come to instructor sessions. The online courses I have taken where you see questions asked, are ones where the student is anonymous to other students, while the instructor is not and responds their self. They don't rely on a triage ticket service, or write rules to favor the university staff, they are involved with the students and coursework. Inscribe or Slack won't fix things. That's just changing the medium without changing the institutionalized behavior and structure. ",1,,,,,,,
6/24/2026 12:56,6/24/2026 12:59,IP Address,87.79.66.24,100,209,True,6/24/2026 12:59,R_2QG6dpVyOMpe72J,,,,,50.9446,7.0115,anonymous,EN,Yes,,,5,A few times a week,Yes,,,Yes and it was useful,10,8,,,,5,,I prefer Slack because...,,,,,
6/24/2026 14:36,6/24/2026 14:37,IP Address,73.48.3.179,100,74,True,6/24/2026 14:37,R_6Ed71lGlDVuyK3I,,,,,38.8024,-94.4537,anonymous,EN,Yes,,,4,A few times a week,No,"I didn't know it was there,I wasn't sure how to use it,I was uncomfortable posting a question",,,5,4,,,,,,I prefer Slack because...,,,,,
6/25/2026 9:40,6/25/2026 9:45,IP Address,60.65.224.181,100,257,True,6/25/2026 9:45,R_4UWugGmdrXPOo6G,,,,,35.69,139.69,anonymous,EN,No,I didn't know it was there,,,,,,,,,,,"I'm sorry, but I didn't use InScribe enough during this course to provide meaningful feedback. Because of that, I'm not sure what improvements I would suggest. I'd like to make a greater effort to use it in my next course so I can become more familiar with it and provide more helpful feedback in the future.",,5,,I prefer Slack because...,"I prefer Slack simply because I am more familiar with it. To be honest, I often forgot to use InScribe during the course, so I didn't have enough experience with it to make a fair comparison. Since I have used Slack more frequently in other settings, I found it easier and more intuitive to use.",,,,
6/25/2026 17:04,6/25/2026 17:06,IP Address,69.92.42.154,100,104,True,6/25/2026 17:06,R_69m4EceGCEVfSNj,,,,,43.5951,-116.5312,anonymous,EN,Yes,,,5,A couple of times per month,No,"I didn't need help,I was uncomfortable posting a question",,,4,7,,,,,,I prefer Slack because...,better interface,,,,
6/25/2026 20:43,6/25/2026 20:46,IP Address,126.218.34.243,100,136,True,6/25/2026 20:46,R_9mkfuJ7Fu78yikJ,,,,,35.69,139.69,anonymous,EN,Yes,,,6,Once a week,Yes,,,No,6,3,,,,6,,I prefer Slack because...,"In my workplace, we use slack to communication and exchange info",,,,
6/25/2026 20:47,6/25/2026 20:47,IP Address,126.218.34.243,100,4,True,6/25/2026 20:47,R_4Ui41SlRaSvOS7u,,,,,35.69,139.69,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
6/25/2026 22:59,6/25/2026 23:00,IP Address,5.180.78.141,100,64,True,6/25/2026 23:00,R_40vl3EtJByyba7K,,,,,1.3024,103.7857,anonymous,EN,Yes,,,10,Once a week,Yes,,,Yes and it was useful,10,10,,no,no,10,,,,,,,
6/26/2026 6:46,6/26/2026 6:47,IP Address,81.193.254.240,100,70,True,6/26/2026 6:47,R_80625QN4iL7IUoN,,,,,38.6661,-9.0759,anonymous,EN,Yes,,,3,Less than once a month,No,I was uncomfortable posting a question,,,3,4,,,,,,,,,,,
6/26/2026 7:11,6/26/2026 7:12,IP Address,73.48.3.179,100,67,True,6/26/2026 7:12,R_1fdtlBezyMjVr7c,,,,,38.8024,-94.4537,anonymous,EN,Yes,,,5,A few times a week,No,"It wasn't graded,Other",,,5,5,,,,1,,I prefer Slack because...,,,,,
6/26/2026 8:08,6/26/2026 8:10,IP Address,218.52.177.54,100,104,True,6/26/2026 8:10,R_4u3W1FQ2V8Z8xGh,,,,,37.5865,127.2218,anonymous,EN,Yes,,,10,Once a day,Yes,,,Yes and it was useful,10,10,,,,,,,,,,,
6/26/2026 12:20,6/26/2026 12:22,IP Address,66.114.143.121,100,79,True,6/26/2026 12:22,R_1oBGcNU4VJ5gu2T,,,,,34.0544,-118.244,anonymous,EN,Yes,,,8,A couple of times per month,Yes,,,Yes and it was useful,7,8,,,,5,,I prefer Slack because...,"Lots of saved information from the past, much more active community, easier to navigate the platform",,,,
7/2/2026 12:49,7/2/2026 12:51,IP Address,73.86.250.73,100,163,True,7/2/2026 12:51,R_6Iy2f6YtOEWjiV9,,,,,39.1658,-76.6382,anonymous,EN,Yes,,,9,A few times a week,No,Other,,,7,8,,,,10,I am a DS student,,,,,,
7/2/2026 12:49,7/2/2026 12:52,IP Address,37.48.33.15,100,169,True,7/2/2026 12:52,R_2VoiLFFtEV9hAQ1,,,,,50.0848,14.4112,anonymous,EN,Yes,,,9,A couple of times per month,No,"I wasn't sure how to use it,I didn't have time",,,10,8,More integrated with Coursera and the University,It’s difficult to access without a link from Coursera,,10,I am a DS student,I prefer InScribe because...,,Developed in Colorado,,,
7/2/2026 13:20,7/2/2026 13:21,IP Address,74.114.152.251,100,79,True,7/2/2026 13:21,R_71AaxELf9hJ2v69,,,,,43.709,-79.4057,anonymous,EN,Yes,,,3,Once a week,No,I was uncomfortable posting a question,,,2,3,,"A more sync communication, like Discord or Slack would be better.",Inscribe is very hard to navigate. Bad UI.,1,,,,,,,
7/2/2026 13:50,7/2/2026 14:09,IP Address,101.143.62.232,100,1132,True,7/2/2026 14:09,R_42RnA528ROdLQXw,,,,,34.8326,134.6722,anonymous,EN,Yes,,,9,Multiple times per day,Yes,,,Yes and it was useful,8,8,,"I believe it would be better if the number of viewers for each thread were not displayed. When the viewer count is visible, the person who posted may feel discouraged, thinking, “So many people saw this, yet I received very few responses.” On the other hand, viewers may assume that someone else will reply and hesitate to respond themselves.

Additionally, when students ask for help, those who want to offer even small pieces of advice may worry that their comments could be interpreted as “giving away answers” or “sharing assignment content,” potentially violating the university’s ethics guidelines. This concern may discourage helpful participation.

To address this, it would be reassuring if the university could provide clear examples of what constitutes an ethics violation and what kinds of advice are considered acceptable. Having concrete guidance would help students feel more comfortable using the bulletin board.",,8,I am a DS student,,,,,,
7/2/2026 14:38,7/2/2026 14:45,IP Address,72.199.154.88,100,389,True,7/2/2026 14:45,R_31WPwY34RP39Yab,,,,,32.6387,-117.0801,anonymous,EN,Yes,,,7,Once a day,Yes,,,Yes and it was useful,10,9,It's easy to post questions - I use the app on my phone so I can check responses as they arrive. ,"I think a lot of people have a hard time finding what they need because there are the topics, but also the different course sections as well as the general section, and it's not very intuitive to move between them. I think a tutorial on how to join the other courses beyond general might be helpful. ",I think it would be helpful to have some metrics on how many people are using it. There are a lot of 'views' on posts in InScribe but it often doesn't feel like there are many people engaging on the platform. ,6,I am a DS student,I prefer InScribe because...,,"I am not sure one is better than the other. I think InScribe fits the purpose fine but the slack community was older and more well-established and there isn't a similar community in InScribe, but I don't know if that is the platform or a function of time. ",,,
7/2/2026 15:19,7/2/2026 15:25,IP Address,107.115.203.17,100,333,True,7/2/2026 15:25,R_6XKCS4CwJvv2AEh,,,,,41.8483,-87.6517,anonymous,EN,Yes,,,2,Once a week,No,"I was uncomfortable posting a question,Other",Kinda seems empty. Not a lot of activity.  Discord is better format and more active discussion.  ,,8,8,N/A,Really depends on how active it is. Tough when posts are more discrete conversations so it feels like more of a leap to post there compared to slack or discord which feels more informal. ,"I wish it were a better application because the MSCS discord is really focused on that program, and it would be nice to have something more geared towards the data science folks. ",3,I am a DS student,I prefer Slack because...,Better format. Less official. Easier to find yourself following other conversations. More engagement from other students ,,,,
7/2/2026 15:23,7/2/2026 15:26,IP Address,201.110.156.98,100,188,True,7/2/2026 15:26,R_51ts2l5i2qz5EBM,,,,,19.5129,-99.2366,anonymous,EN,Yes,,,7,A few times a week,Yes,,,Yes and it was useful,9,9,"
It's a tool to communicate with my peers and to ask questions and see what others post.",I miss the old Slack data where you could find posts about the problems that you couldn't understand. ,I like the tool so far.,7,I am a DS student,I prefer Slack because...,It had a lot more data about past courses. I find the UI easier to navigate.,,,,
